flight_number,name,date_utc,success,status,rocket,mission_type,orbit,pad,location,details,wikipedia,webcast
7187,Falcon 9 Block 5 | NROL-105,2026-01-17T04:39:51Z,True,Launch Successful,Falcon 9,Government/Top Secret,Unknown,Space Launch Complex 4E,"Vandenberg SFB, CA, USA",Twelfth batch of satellites for a reconnaissance satellite constellation built by SpaceX and Northrop Grumman for the National Reconnaissance Office to provide imaging and other reconnaissance capabilities.,,
7188,Falcon 9 Block 5 | Starlink Group 6-100,2026-01-18T23:31:40Z,True,Launch Successful,Falcon 9,Communications,Low Earth Orbit,Space Launch Complex 40,"Cape Canaveral SFS, FL, USA",A batch of 29 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,
7190,Falcon 9 Block 5 | Starlink Group 17-30,2026-01-22T05:47:29Z,True,Launch Successful,Falcon 9,Communications,Low Earth Orbit,Space Launch Complex 4E,"Vandenberg SFB, CA, USA",A batch of 25 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,
7192,Falcon 9 Block 5 | Starlink Group 17-20,2026-01-25T17:30:39Z,True,Launch Successful,Falcon 9,Communications,Low Earth Orbit,Space Launch Complex 4E,"Vandenberg SFB, CA, USA",A batch of 25 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,
7193,Falcon 9 Block 5 | GPS III SV09,2026-01-28T04:53:16Z,True,Launch Successful,Falcon 9,Navigation,Medium Earth Orbit,Space Launch Complex 40,"Cape Canaveral SFS, FL, USA",Ninth of ten GPS III missions.,,
7194,Falcon 9 Block 5 | Starlink Group 17-19,2026-01-29T17:53:20Z,True,Launch Successful,Falcon 9,Communications,Low Earth Orbit,Space Launch Complex 4E,"Vandenberg SFB, CA, USA",A batch of 25 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,
7196,Falcon 9 Block 5 | Starlink Group 6-101,2026-01-30T07:22:00Z,True,Launch Successful,Falcon 9,Communications,Low Earth Orbit,Space Launch Complex 40,"Cape Canaveral SFS, FL, USA",A batch of 29 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,
7198,Falcon 9 Block 5 | Starlink Group 17-32,2026-02-02T15:47:11Z,True,Launch Successful,Falcon 9,Communications,Low Earth Orbit,Space Launch Complex 4E,"Vandenberg SFB, CA, USA",A batch of 25 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,
7201,Falcon 9 Block 5 | Starlink Group 17-33,2026-02-07T20:58:09Z,True,Launch Successful,Falcon 9,Communications,Low Earth Orbit,Space Launch Complex 4E,"Vandenberg SFB, CA, USA",A batch of 25 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,
7202,Falcon 9 Block 5 | Starlink Group 17-34,2026-02-11T17:11:29Z,True,Launch Successful,Falcon 9,Communications,Low Earth Orbit,Space Launch Complex 4E,"Vandenberg SFB, CA, USA",A batch of 24 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,
7207,Falcon 9 Block 5 | Crew-12,2026-02-13T10:15:56Z,True,Launch Successful,Falcon 9,Human Exploration,Low Earth Orbit,Space Launch Complex 40,"Cape Canaveral SFS, FL, USA",SpaceX Crew-12 is the twelfth crewed operational flight of a Crew Dragon spacecraft to the International Space Station as part of NASA's Commercial Crew Program.,,
7208,Falcon 9 Block 5 | Starlink Group 17-13,2026-02-15T01:59:59Z,True,Launch Successful,Falcon 9,Communications,Low Earth Orbit,Space Launch Complex 4E,"Vandenberg SFB, CA, USA",A batch of 24 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,
7209,Falcon 9 Block 5 | Starlink Group 6-103,2026-02-16T07:59:40Z,True,Launch Successful,Falcon 9,Communications,Low Earth Orbit,Space Launch Complex 40,"Cape Canaveral SFS, FL, USA",A batch of 29 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,
7210,Falcon 9 Block 5 | Starlink Group 10-36,2026-02-20T01:41:40Z,True,Launch Successful,Falcon 9,Communications,Low Earth Orbit,Space Launch Complex 40,"Cape Canaveral SFS, FL, USA","A batch of 29 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system. First Starlink launch to feature a Falcon 9 booster landing within The Bahamas waters operationally, after the trajectory was tested during launch of Starlink Group 10-12 in February 2025.",,
7211,Falcon 9 Block 5 | Starlink Group 17-25,2026-02-21T09:04:19Z,True,Launch Successful,Falcon 9,Communications,Low Earth Orbit,Space Launch Complex 4E,"Vandenberg SFB, CA, USA",A batch of 25 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,
7212,Falcon 9 Block 5 | Starlink Group 6-104,2026-02-22T03:47:10Z,True,Launch Successful,Falcon 9,Communications,Low Earth Orbit,Space Launch Complex 40,"Cape Canaveral SFS, FL, USA",A batch of 28 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,
7213,Falcon 9 Block 5 | Starlink Group 6-110,2026-02-24T23:04:10Z,True,Launch Successful,Falcon 9,Communications,Low Earth Orbit,Space Launch Complex 40,"Cape Canaveral SFS, FL, USA",A batch of 29 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,
7214,Falcon 9 Block 5 | Starlink Group 17-26,2026-02-25T14:17:49Z,True,Launch Successful,Falcon 9,Communications,Low Earth Orbit,Space Launch Complex 4E,"Vandenberg SFB, CA, USA",A batch of 25 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,
7215,Falcon 9 Block 5 | Starlink Group 6-108,2026-02-27T12:16:10Z,True,Launch Successful,Falcon 9,Communications,Low Earth Orbit,Space Launch Complex 40,"Cape Canaveral SFS, FL, USA",A batch of 29 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,
7216,Falcon 9 Block 5 | Starlink Group 17-23,2026-03-01T10:10:39Z,True,Launch Successful,Falcon 9,Communications,Low Earth Orbit,Space Launch Complex 4E,"Vandenberg SFB, CA, USA",A batch of 25 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,
7217,Falcon 9 Block 5 | Starlink Group 10-41,2026-03-02T02:56:40Z,True,Launch Successful,Falcon 9,Communications,Low Earth Orbit,Space Launch Complex 40,"Cape Canaveral SFS, FL, USA",A batch of 29 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,
7218,Falcon 9 Block 5 | Starlink Group 10-40,2026-03-04T10:52:20Z,True,Launch Successful,Falcon 9,Communications,Low Earth Orbit,Space Launch Complex 40,"Cape Canaveral SFS, FL, USA",A batch of 29 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,
7221,Falcon 9 Block 5 | Starlink Group 17-18,2026-03-08T11:00:19Z,True,Launch Successful,Falcon 9,Communications,Low Earth Orbit,Space Launch Complex 4E,"Vandenberg SFB, CA, USA",A batch of 25 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,
7222,Falcon 9 Block 5 | EchoStar 25,2026-03-10T04:19:00Z,True,Launch Successful,Falcon 9,Communications,Geostationary Transfer Orbit,Space Launch Complex 40,"Cape Canaveral SFS, FL, USA","EchoStar 25 is a direct broadcast satellite, built on the proven Maxar 1300 series platform, which will deliver content across North America. It will be equipped with a high-power, multi-spot beam payload, allowing DISH to provide high-quality content to its customers.",,
7226,Falcon 9 Block 5 | Starlink Group 17-31,2026-03-13T14:57:59Z,True,Launch Successful,Falcon 9,Communications,Low Earth Orbit,Space Launch Complex 4E,"Vandenberg SFB, CA, USA",A batch of 25 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,
7227,Falcon 9 Block 5 | Starlink Group 10-48,2026-03-14T12:37:10Z,True,Launch Successful,Falcon 9,Communications,Low Earth Orbit,Space Launch Complex 40,"Cape Canaveral SFS, FL, USA",A batch of 29 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,
7230,Falcon 9 Block 5 | Starlink Group 17-24,2026-03-17T05:19:09Z,True,Launch Successful,Falcon 9,Communications,Low Earth Orbit,Space Launch Complex 4E,"Vandenberg SFB, CA, USA",A batch of 25 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,
7231,Falcon 9 Block 5 | Starlink Group 10-46,2026-03-17T13:27:34Z,True,Launch Successful,Falcon 9,Communications,Low Earth Orbit,Space Launch Complex 40,"Cape Canaveral SFS, FL, USA",A batch of 29 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,
7232,Falcon 9 Block 5 | Starlink Group 10-33,2026-03-19T14:20:10Z,True,Launch Successful,Falcon 9,Communications,Low Earth Orbit,Space Launch Complex 40,"Cape Canaveral SFS, FL, USA",A batch of 29 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,
7234,Falcon 9 Block 5 | Starlink Group 17-15,2026-03-20T21:51:49Z,True,Launch Successful,Falcon 9,Communications,Low Earth Orbit,Space Launch Complex 4E,"Vandenberg SFB, CA, USA",A batch of 25 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,
7236,Falcon 9 Block 5 | Starlink Group 10-62,2026-03-22T14:47:00Z,True,Launch Successful,Falcon 9,Communications,Low Earth Orbit,Space Launch Complex 40,"Cape Canaveral SFS, FL, USA",A batch of 29 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,
7240,Falcon 9 Block 5 | Starlink Group 17-17,2026-03-26T23:03:19Z,True,Launch Successful,Falcon 9,Communications,Low Earth Orbit,Space Launch Complex 4E,"Vandenberg SFB, CA, USA",A batch of 25 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,
7244,Falcon 9 Block 5 | Transporter 16 (Dedicated SSO Rideshare),2026-03-30T11:02:00Z,True,Launch Successful,Falcon 9,Dedicated Rideshare,Sun-Synchronous Orbit,Space Launch Complex 4E,"Vandenberg SFB, CA, USA",Dedicated rideshare flight to a sun-synchronous orbit with dozens of small microsatellites and nanosatellites for commercial and government customers.,,
7245,Falcon 9 Block 5 | Starlink Group 10-44,2026-03-30T21:15:00Z,True,Launch Successful,Falcon 9,Communications,Low Earth Orbit,Space Launch Complex 40,"Cape Canaveral SFS, FL, USA",A batch of 29 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,
7247,Falcon 9 Block 5 | Starlink Group 10-58,2026-04-02T11:55:10Z,True,Launch Successful,Falcon 9,Communications,Low Earth Orbit,Space Launch Complex 40,"Cape Canaveral SFS, FL, USA",A batch of 29 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,
7251,Falcon 9 Block 5 | Starlink Group 17-35,2026-04-07T02:50:39Z,True,Launch Successful,Falcon 9,Communications,Low Earth Orbit,Space Launch Complex 4E,"Vandenberg SFB, CA, USA",A batch of 25 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,
7255,Falcon 9 Block 5 | Starlink Group 17-21,2026-04-11T05:04:19Z,True,Launch Successful,Falcon 9,Communications,Low Earth Orbit,Space Launch Complex 4E,"Vandenberg SFB, CA, USA",A batch of 25 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,
7257,Falcon 9 Block 5 | Cygnus CRS-2 NG-24 (S.S. Steven R. Nagel),2026-04-11T11:41:21Z,True,Launch Successful,Falcon 9,Resupply,Low Earth Orbit,Space Launch Complex 40,"Cape Canaveral SFS, FL, USA",This is the 24th flight of the Orbital ATK's uncrewed resupply spacecraft Cygnus and its 23rd flight to the International Space Station under the Commercial Resupply Services contract with NASA.,,
7259,Falcon 9 Block 5 | Starlink Group 10-24,2026-04-14T09:33:10Z,True,Launch Successful,Falcon 9,Communications,Low Earth Orbit,Space Launch Complex 40,"Cape Canaveral SFS, FL, USA",A batch of 29 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,
7260,Falcon 9 Block 5 | Starlink Group 17-27,2026-04-15T04:29:49Z,True,Launch Successful,Falcon 9,Communications,Low Earth Orbit,Space Launch Complex 4E,"Vandenberg SFB, CA, USA",A batch of 25 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,
7264,Falcon 9 Block 5 | Starlink Group 17-22,2026-04-19T16:03:09Z,True,Launch Successful,Falcon 9,Communications,Low Earth Orbit,Space Launch Complex 4E,"Vandenberg SFB, CA, USA",A batch of 25 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,
7265,Falcon 9 Block 5 | GPS III SV10,2026-04-21T06:53:25Z,True,Launch Successful,Falcon 9,Navigation,Medium Earth Orbit,Space Launch Complex 40,"Cape Canaveral SFS, FL, USA",Tenth of ten GPS III missions.,,
7267,Falcon 9 Block 5 | Starlink Group 17-14,2026-04-23T03:23:09Z,True,Launch Successful,Falcon 9,Communications,Low Earth Orbit,Space Launch Complex 4E,"Vandenberg SFB, CA, USA",A batch of 24 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,
7272,Falcon 9 Block 5 | Starlink Group 17-16,2026-04-26T14:37:09Z,True,Launch Successful,Falcon 9,Communications,Low Earth Orbit,Space Launch Complex 4E,"Vandenberg SFB, CA, USA",A batch of 25 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,,
7274,Falcon Heavy | ViaSat-3 F3 (ViaSat-3 Asia-Pacific),2026-04-29T14:13:00Z,True,Launch Successful,Falcon Heavy,Communications,Geostationary Transfer Orbit,Launch Complex 39A,"Kennedy Space Center, FL, USA","The ViaSat-3 is a series of three Ka-band satellites is expected to provide vastly superior capabilities in terms of service speed and flexibility for a satellite platform. Each ViaSat-3 class satellite is expected to deliver more than 1-Terabit per second of network capacity, and to leverage high levels of flexibility to dynamically direct capacity to where customers are located.",,
